text,classification,tweet_proc
Forfallet begynner fra toppen. Så rakner det nedover i tur og orden. Vi er på ville veier. Jeg har ingen tro på at dette vil snu. Til det har oppløsningen kommer for langt.,1,forfallet begynner toppen rakner nedover tur orden veier tro snu oppløsningen kommer langt
"""""""Et fungerende politi burde først arrestere rettens medlemmer, for deretter å la en ny rett bestående av noenlunde intelligente mennesker, for så å dømme dem for de aktuelle og åpenbare brudd på loven. Deretter kan den nye retten ta seg av """"""""ektemannen"""""""" og jentungens foreldre.""""""",1,fungerende politi burde først arrestere rettens medlemmer deretter la ny rett bestående noenlunde intelligente mennesker dømme aktuelle åpenbare brudd loven deretter nye retten ta ektemannen jentungens foreldre
"Islam oppfordrer til pedofili, velsignet av den norske stat. Karma blir voldom, mot de som tillater dette.",0,islam oppfordrer pedofili velsignet norske stat karma voldom tillater
Muhammeds sexslaveri nå del av norsk lov :(,0,muhammeds sexslaveri del norsk lov
"Blir det aldri slutt på galskapen og idiotismen i dette landet. Blir jo kvalm av å lese dette, de som står for noe så idiotisk burde vært avsatt på direkten. Åssen kommer det til å ende med Norge, stakkars neste generasjoner, dem skal ikke få det lett, takket være de susehuepolitikerne som det desverre er alt for mange av.",0,aldri slutt galskapen idiotismen landet jo kvalm lese står idiotisk burde avsatt direkten åssen kommer ende norge stakkars neste generasjoner ikke få lett takket susehuepolitikerne desverre alt
"Det fine er at det er gamle susehuer som meg og deg som evt har innvendinger og problemer med dette. De kommende generasjoner, som du er så bekymra for, synes dette er helt Ok. Se litt på TV. Og da ungdomsprogrammer. Hijab og caps i skjønn forening uten at det er noe tema. Våkn opp mann",1,fine gamle susehuer evt innvendinger problemer kommende generasjoner bekymra synes helt ok se litt tv ungdomsprogrammer hijab caps skjønn forening tema våkn mann
"vi har lover og regler i Norge som skal opprettholdes, dem blir sakte men sikkert avslipt på grund av at vi skal tilrettelegge for fremmedfolket. Gamle barnefortellinger er slutt, relegionstimer på skolene er slutt, og mye mer, og det skal altså vi finne oss i, her i vårt eget land.",0,lover regler norge opprettholdes sakte sikkert avslipt grund tilrettelegge fremmedfolket gamle barnefortellinger slutt relegionstimer skolene slutt mye mer altså finne vårt eget land
"Kommentaren tilsier at det er flere som bør lukke øynene. Norge er bygd på internasjonal påvirkning. Enten det er religion, grunnlov, politisk system, tellemåte eller kongehus pluss omtrent alt annet. Det meste, eller mer presist, alt kommer fra utlandet. Den norske kulturen noen forsøker å innbille folk er ingen ting annet enn utopi.",1,kommentaren tilsier flere bør lukke øynene norge bygd internasjonal påvirkning enten religion grunnlov politisk system tellemåte kongehus pluss omtrent alt annet meste mer presist alt kommer utlandet norske kulturen forsøker innbille folk ting annet utopi
"Takk det samme, alltid inspirerende å diskutere med reflekterte mennesker Har selv arbeidet mange år med flyktninger i forskjellige roller. I mottak, som flyktning konsulent i kommune og som kulturmedarbeider. Min erfaring er at kultur lever sitt eget liv og stadig i endring. Ser godt hva du mener, har heller ingen motforestillinger. Tenker det er stor forskjell på kultur fra en som kommer fra Oslo og en som kommer fra en bygd ellers i Norge. Det går seg jo til Har sett mange eksempler på at små bygder som i utgangspunktet var skeptisk til flyktninger, har fått de samme flyktningen til venner for livet. Ikke minst har det vist seg i en del utvisningsvedtak. Tror tiden arbeider for oss",1,takk alltid inspirerende diskutere reflekterte mennesker arbeidet år flyktninger forskjellige roller mottak flyktning konsulent kommune kulturmedarbeider erfaring kultur lever eget liv stadig endring ser godt mener heller motforestillinger tenker stor forskjell kultur kommer oslo kommer bygd ellers norge går jo sett eksempler små bygder utgangspunktet skeptisk flyktninger fått flyktningen venner livet ikke minst vist del utvisningsvedtak tror tiden arbeider
"Bør muligens, for ordens skyld presisere at jeg ikke har, eller behøver religion. Er ikke medlem i noen livssyn organisasjon. Men selvfølgelig må de som har en overbevisning politisk/religiøst få lov å forfekte sitt syn. Alt annet ville være tragisk.",1,bør muligens ordens skyld presisere ikke behøver religion ikke medlem livssyn organisasjon selvfølgelig må overbevisning politisk religiøst få lov forfekte syn alt annet tragisk
"du vet jo at vi må være veldig tolerante overfor andre religioner. At vi samtidig utsletter vår kristne tro og vår kultur, er visst ikke så nøye. Mange tar visst mer skade av å se et kors som smykke enn av å se politi med hija",0,vet jo må veldig tolerante overfor andre religioner samtidig utsletter kristne tro kultur visst ikke nøye tar visst mer skade se kors smykke se politi hija
"Det vil ikke være noe rart med en slik ordning. Kristendom, Islam og Jødedommen har jo den samme Guden. At de tolker skriftene forskjellig er noe annet. Vil jo bare være positivt om de formidler til hverandre.",1,ikke rart ordning kristendom islam jødedommen jo guden tolker skriftene forskjellig annet jo positivt formidler hverandre
"Det viktigste er vel at politiet gjør jobben sin, ikke hva de har på hodet.",1,viktigste vel politiet gjør jobben ikke hodet
"Så enig me deg, det må være en grense for hva vi godtar, de bor ikke i et muslimsk land !!",0,enig må grense godtar bor ikke muslimsk land
Hijabhører ikke til norsk kultur uansett hva du sier. Og enda mindre som uniform i ethvert yrke her i Europa.,0,hijabhører ikke norsk kultur uansett sier enda mindre uniform ethvert yrke europa
Hun kan jobbe som sivile politiet da kan hun bruker klær som hun ønsker,1,jobbe sivile politiet bruker klær ønsker
"I lag med uniform er det feil, privat kan dei bruke hijab.",1,lag uniform feil privat bruke hijab
men muslimene liker jo ikke demokrati.,0,muslimene liker jo ikke demokrati
å man får ikke være muslim eller kle seg som en muslim bare fordi at majoriteten av befolkningen i landet er ikke-muslimer? Er det sånne holdninger du har eller er det sånn det skal være ifølge deg?,1,får ikke muslim kle muslim majoriteten befolkningen landet ikke muslimer sånne holdninger ifølge
"""""""Ingen nordmenn """"""""får"""""""" hus, så hvorfor skulle noen som kommer fra andre land få det? Det ville vel bli ramaskrik hvis vi skulle """"""""gi bort"""""""" hus til utlendinger mens våre egne barn ikke har samme mulighet?""""""",1,nordmenn får hus kommer andre land få vel ramaskrik gi bort hus utlendinger mens våre egne barn ikke mulighet
Send dem hjem. De flykter ikke fra krig. Men til nav. De har fått telefon fra andre flyktninger som får hus bil førerkort og penger å leve av uten at det stilles krav. Det er bar Sylvi Listhaug som vi kan håpe på får andre politikere til å bruke hodet. På tide å stoppe den muslimske innvandring og bruke pengene i nærområdet.,0,send hjem flykter ikke krig nav fått telefon andre flyktninger får hus bil førerkort penger leve stilles krav bar sylvi listhaug håpe får andre politikere bruke hodet tide stoppe muslimske innvandring bruke pengene nærområdet
Registrerte det samme . De var veldig opptatt av den bittelille gruppen av sikher her i Norge hadde vunnet frem med sitt krav. Hvem er det de tror de lurer ???,1,registrerte veldig opptatt bittelille gruppen sikher norge vunnet frem krav tror lurer
Er jo ikke forskjellsbehandling å kreve at du viser hele hodet. Det er likebehandling.,1,jo ikke forskjellsbehandling kreve viser hele hodet likebehandling
Islam vil alltid vinne når de som regjerer er virvelløse glassmaneter!,0,islam alltid vinne regjerer virvelløse glassmaneter
"Snik Islamisering , er det nye normale !",0,snik islamisering nye normale
Neste gang passet skal fornyes er det bare å stille med toppluen godt trukket ned,1,neste gang passet fornyes stille toppluen godt trukket
"Dette viser sinnsykdommen som råder på Løvebakken. Det er tydeligvis ingen grenser for hva som kan ofres på det: politisk korrekte alter. Er dette et resultat av kompetansen til de som er satt til å styre landet. Hvem skal stoppe dem i å tillate mord på etnisk norske, gjort i allahs navn. Kanskje landets helseminister vil se gjennom fingrene hvis mohameds etterfølgere føler for å ta liv av en homofil.",0,viser sinnsykdommen råder løvebakken tydeligvis grenser ofres politisk korrekte alter resultat kompetansen satt styre landet stoppe tillate mord etnisk norske gjort allahs navn kanskje landets helseminister se gjennom fingrene mohameds etterfølgere føler ta liv homofil
Jeg må si at det er uvanlig at en del av MSM skrive om realiteter forbinder med kulturen til de nye. De holde seg taus om så mye og samtidig fortelle oss at nordmenn har feil holdninger.,1,må uvanlig del msm skrive realiteter forbinder kulturen nye holde taus mye samtidig fortelle nordmenn feil holdninger
Regner også med at hun skrev under om taushetsplikt......,1,regner skrev under taushetsplikt
vet at det skjer med norske jenter dessverre men man hører ikke at det skjer med muslimske jenter. Man hører ekstremt mye at muslimske men voldtar norske jenter . Ikke muslimske jenter,0,vet skjer norske jenter dessverre hører ikke skjer muslimske jenter hører ekstremt mye muslimske voldtar norske jenter ikke muslimske jenter
"Det er sannelig bra at iallfall et medium tør å skrive om denne problematikken. I PK verden er jo muslimer ofte hellige kuer, som har immunitet. Dette er utfordringer samfunnet må ta tak i.",0,sannelig bra iallfall medium tør skrive problematikken pk verden jo muslimer ofte hellige kuer immunitet utfordringer samfunnet må ta tak
"""""""""""""""Hat melding blir rapportert"""""""" er det ikke lov å hate ting nå engang? Jeg hater Muhammed og det han sto for. Pedofili, slaveri, sexslaveri, steining av de som ble voldtatt osv. Han gjemte bak gud for å justifikere sin ondskap. Nå får vi se hvor lenge til de sletta det her.""""""",0,hat melding rapportert ikke lov hate ting engang hater muhammed sto pedofili slaveri sexslaveri steining voldtatt osv gjemte bak gud justifikere ondskap får se lenge sletta
Skal vi send ut etniske nordmenn som oppfør sæ på samme måte å da eller?,1,send etniske nordmenn oppfør sæ måte
Der står at du må undersøkes og få behandling - behandling for hva? Deres syn på kvinner og oss ikke muslimer? En kan ikke behandle vekk deres kulturelle oppfatning,0,står må undersøkes få behandling behandling syn kvinner ikke muslimer ikke behandle vekk kulturelle oppfatning
Er det rart man misliker innvandring? Rapporten om nordmenns hetsing av innvandrere/muslimer burde ties ihjel!,1,rart misliker innvandring rapporten nordmenns hetsing innvandrere muslimer burde ties ihjel
"Sikkerheten til kvinner er satt til side til fordel for en kriminell som kommer til Norge, og er en fremmed. Ved siden av ham har vi en kriminell klasse med byråkrater og tjenestemenn.",0,sikkerheten kvinner satt side fordel kriminell kommer norge fremmed ham kriminell klasse byråkrater tjenestemenn
"Kriminelle skal ut på første fly, rett til denne gangen Somalia igjen. Og vet dere hva, de fleste kriminelle går rett ut igjen, det går flere fly hver uke. Heldigvis.",0,kriminelle første fly rett gangen somalia igjen vet fleste kriminelle går rett igjen går flere fly uke heldigvis
Det som skjedde er helt forferdelig tragisk. Domstolen må gi ham en streng dom for å sikre på at det ikke skal hende igjen,1,skjedde helt forferdelig tragisk domstolen må gi ham streng dom sikre ikke hende igjen
Få denne kreftsvulsten ut av Europa snarest mulig,0,få kreftsvulsten europa snarest mulig
"De som har behov for asyl, som etter loven har rett på det, må få komme inn og fulgt opp på en ordentlig måte. De som derimot utnytter systemet skal rett ut igjen! De ødelegger for dem som trenger hjelpen. Få på plass lukkede mottak med skikkelig oppfølging av de som kommer inn, med rask retur om de ikke skal være her.",1,behov asyl loven rett må få komme fulgt ordentlig måte derimot utnytter systemet rett igjen ødelegger trenger hjelpen få plass lukkede mottak skikkelig oppfølging kommer rask retur ikke
"JA JEG HAR 'GITT 155 BARN SPRED RUNDT HELE VERDEN FRA KINA TIL USA,FTA MUSLIM TIL JÃ<U+0098>DE TIL KATOLIKKER TIL TAOISTER TIL SVARTE GULE OG HVITE JA,MEN ALDRI ETT BARN TIL PROTESTANTENE NEI",1,gitt barn spred rundt hele verden kina usa fta muslim j u katolikker taoister svarte gule hvite aldri barn protestantene nei
Dag 3. Muslimer er mer sjenerÃ¸se i mÃ¥neden Ramadan enn i noen andre mÃ¥neder i Ã¥ret. Islam pÃ¥legger oss Ã¥ betale... http://t.co/duBokpzD82,1,dag muslimer mer sjener se m neden ramadan andre m neder ret islam p legger betale
"""RT @thorbjarnebore: \Hvor lenge skal muslimer skylde alt pÃ¥ USA og Vesten? NÃ¥r skal vi ta ansvaret for det som skjer i vÃ¥re land?\"""" https://<U+0085>""""""",1,lenge muslimer skylde alt p usa vesten n r ta ansvaret skjer v re land
RT @EdbRegadog: Islam sniker seg ikke lenger rundt i Norge. De tramper rundt med sine sandaler og vÃ¥re politikere stiller landet vÃ¥rt Ã¥pent<U+0085>,0,islam sniker ikke lenger rundt norge tramper rundt sandaler v re politikere stiller landet v rt pent u
RT @radikalportal: Krig mot islam og gyldighet av vold mot muslimer: Document.no viser sitt sanne ansikt https://t.co/PrognC8wzZ via @radik<U+0085>,1,krig islam gyldighet vold muslimer document viser sanne ansikt via
Innvandrere fremmedgjÃ¸r seg selv. ZDF med dokumentar og muslimske pararellsamfunn. Flerkultur virker ikke.   http://t.co/D6Lv1xTu53,1,innvandrere fremmedgj r zdf dokumentar muslimske pararellsamfunn flerkultur virker ikke
"@OlavHellig @IngerAstri Neimen Olav da, trodde du var imot niqab jeg...  jeg  kler nok bedre en av bronsehjelmene vÃ¥re bedre..",1,neimen olav trodde imot niqab kler nok bedre bronsehjelmene v re bedre
Hva en muslim vil gjÃ¸re med meg: Â«Jeg oppfordrer dere til Ã¥ bekjempe de vantro. SkjÃ¦r av dem hodet med sverdene deres. Dere mÃ¥ knuse kraniene og drikke blodet deres for Ã¥ oppnÃ¥ seieren. (Iman),1,muslim gj re oppfordrer bekjempe vantro skj r hodet sverdene m knuse kraniene drikke blodet oppn seieren iman
"@sukkertroll Â«KulturÂ» er et kodeord politisjefer og voldsforskere bruker for Ã¥ forklare de uintegrerbare gjestene sin unorske adferd. Det dreier seg om islam, sÃ¥ ogsÃ¥ med gifaenholdningen til virus, som skyldes forakt for vertssamfunnet og den islams",0,kultur kodeord politisjefer voldsforskere bruker forklare uintegrerbare gjestene unorske adferd dreier islam s ogs gifaenholdningen virus skyldes forakt vertssamfunnet islams
"@Fjordman1 Hvorfor kjemper jÃ¸der som Spectre i Sverige og Krogh i Norge for innvandring til vestlige land, men ikke Israel? Ã<U+0086>rlig spÃ¸rsmÃ¥l.",1,kjemper j spectre sverige krogh norge innvandring vestlige land ikke israel u rlig sp rsm l
"@Ildus @sgaarder NÃ¥ er vel niqab, et plagg for det offentlige rommet. I familiesammenhenger, uten fremmede menn, er den ikke pÃ¥krevd",1,n vel niqab plagg offentlige rommet familiesammenhenger fremmede menn ikke p krevd
"Nyheter som forties Norge, Sverige, Danmark: Jenter skjÃ¦res opp i ansiktet av innvandrermenn https://t.co/KeNvqTrqkg https://t.co/zizSK4IQbU https://t.co/WElQ4Kcoad",1,nyheter forties norge sverige danmark jenter skj res ansiktet innvandrermenn
Frp-politikere vil ha statlig halal-godkjenning https://t.co/K1LZsvdmcL @frp_no #HALAL,1,frp politikere statlig halal godkjenning halal
RT @TV2Kadafi: Arfan Bhatti vil ikke bo i Norge. Hevder Islam forbyr bosetting i et vantro land. Spent pÃ¥ hvor mange likesinnede som pakker<U+0085>,1,arfan bhatti ikke bo norge hevder islam forbyr bosetting vantro land spent p likesinnede pakker u
"RT @beritfg: #lindmo Se, det er en flyktning som har blitt en ressurs i landet vÃ¥rt!!",1,lindmo se flyktning ressurs landet v rt
"@gislevonen Skal man diskutere sosial kontroll uten Ã¥ diskutere islam, er det dÃ¸dfÃ¸dt",1,diskutere sosial kontroll diskutere islam d df dt
Hijaben var veldig frivillig ja. #FreeIran2018 #freedom #WorldCup #hijab https://t.co/AriTMtHmEC,1,hijaben veldig frivillig freeiran freedom worldcup hijab
"Den riktige mÃ¥ten Ã¥ kritisere islam pÃ¥, er alltid en annen mÃ¥te https://t.co/HKKBDr3OOS",1,riktige m ten kritisere islam p alltid annen m te
Frp har vorte desperate og trekkjer innvandrarkortet- Deler av Oslo blir gettoer - nyheter - Dagbladet.no http://t.co/mpbZedkCZc,1,frp vorte desperate trekkjer innvandrarkortet deler oslo gettoer nyheter dagbladet
"@mimirk Det er smÃ¥ forskjeller i Norge. Ulikheten har ikke Ã¸kt i noen vesentlig grad de siste 7 Ã¥rene. Den lille veksten i ulikhet vi har hatt skyldes fÃ¸rst og fremst ikke-vestlig innvandring, som venstresiden Ã¸nsker Ã¥ Ã¸ke.",1,sm forskjeller norge ulikheten ikke kt vesentlig grad siste rene lille veksten ulikhet hatt skyldes f rst fremst ikke vestlig innvandring venstresiden nsker ke
Tankeeksperiment og mulig tips til Siv Jensen til neste karneval: Kle seg ut i nikab.,1,tankeeksperiment mulig tips siv jensen neste karneval kle nikab
"""RT @MadinaNorway: Jihad:VÃ¥re barn i \hellig krig\""""  den 2. September pÃ¥ UiO med @ShaykhNinowy @JakobSheikh @TV2Kadafi https://t.co/iBmytaYtxy""""""",1,jihad v re barn hellig krig september p uio
Svenskene klarer ikke Ã¥ skille mellom legitim debatt om innvandring og rasistiske ytringer | Flemming Rose https://t.co/19EPXaXQsw,1,svenskene klarer ikke skille legitim debatt innvandring rasistiske ytringer flemming rose
Ekspertene: <U+0096> Ã<U+0098>konomien er ikke avhengig av innvandring. http://t.co/ZkD6H1BOlj,1,ekspertene u u konomien ikke avhengig innvandring
"Lover moderat styre i Libya: Libya vil fÃ¥ en demokratisk regjering basert pÃ¥ Â«moderat islamÂ», sier overgangsrÃ¥de... http://t.co/ftr9SjM",1,lover moderat styre libya libya f demokratisk regjering basert p moderat islam sier overgangsr
Ja det syns jeg er greit. RT @hegemoni: Noen som fortsatt synes det er greit med hijab i politiet? #Utoya #Oslobomb #Osloxpl,1,syns greit fortsatt synes greit hijab politiet utoya oslobomb osloxpl
RT @MteTone: Tragisk i vÃ¥rt frie samfunn! https://t.co/95QUrswgpN,1,tragisk v rt frie samfunn
"RT @minalunde: ReligiÃ¸s kvinne sier mennene pÃ¥ metroen ikke eier skam, siden de lar kvinne sitte uten hijab. Kvinnen uten hijab eksploderer<U+0085>",1,religi s kvinne sier mennene p metroen ikke eier skam lar kvinne sitte hijab kvinnen hijab eksploderer u
"RT @Real_Frp: Nei, hva skal vi finne pÃ¥ neste uke da? Forby hijab, kanskje?",1,nei finne p neste uke forby hijab kanskje
RT @asielenmigratie: NOAS Feil om folkeretten og myter om den Â«opprinneligeÂ» flyktning dd 26. mars 2016: N... https://t.co/b5QCCsZZLz (http<U+0085>,1,noas feil folkeretten myter opprinnelige flyktning dd mars n
"@iamsidar Ingen forskning som pÃ¥viser at innvandring fra visse kulturer er et pengesluk for fellesskapet, holder ikke mÃ¥l? Professor Norman med sine 100 000 asylanter som ville koste 750 milliarder... Litt av en familie. Proffen kan ikke regne, kan kona",1,forskning p viser innvandring visse kulturer pengesluk fellesskapet holder ikke m l professor norman asylanter koste milliarder litt familie proffen ikke regne kona
"""RT @elinlestrange: Selv var jeg til stede da en mann faktisk tok \voldelig til motmÃ¦le\"""" med islam-konspirasjoner som grunn. Denne mÃ¥ten Ã¥ s<U+0085>""""""",1,stede mann faktisk tok voldelig motm le islam konspirasjoner grunn m ten s u
"@olaveikemo @FriFagbevegelse NÃ¥ er jo ikke Sverige et forbilde lenger, misfornÃ¸yde arbeidere som mister sine rettigheter flokker seg rundt SD. Ikke bare pga innvandring..",1,n jo ikke sverige forbilde lenger misforn yde arbeidere mister rettigheter flokker rundt sd ikke pga innvandring
RT @Utenriksdept: Norge bidrar med 60 mill kroner til nÃ¸dhjelp og styrking av mottak for flykninger i #Serbia #Makedonia @borgebrende http:<U+0085>,1,norge bidrar mill kroner n dhjelp styrking mottak flykninger serbia makedonia
RT @PerAJohansen: Psykiatriregningen kom pÃ¥ 40 mill kr for psykisk syk drapsmann og asylsÃ¸ker. @aftenposten http://t.co/YXZW9fLalZ http://t<U+0085>,1,psykiatriregningen p mill kr psykisk syk drapsmann asyls ker
"jeg skal bli kvinnelig muslim denne vinteren, en burka hadde vÃ¦rt godt Ã¥ tre pÃ¥ seg nÃ¥ ja!",1,kvinnelig muslim vinteren burka v rt godt tre p n
"Hvis en asylsÃ¸ker har med seg mer enn 200 gram weed, blir det overskytende konfiskert pÃ¥ grensa.",1,asyls ker mer gram weed overskytende konfiskert p grensa
"RT @TV2Davy: Siden de unge TV 2-kollegene mine lo da jeg sa til @vgnett at Muhammad Ali banet vei for Obama, er det godt Ã¥ se USAs presiden<U+0085>",1,unge tv kollegene lo sa muhammad ali banet vei obama godt se usas presiden u
"@nievsyrneh Fordi alle journalistene i NRK er opptatt av Ã¥ lage reportasjer om vÃ¥r religion Islam og vise hvor fantastisk flott det er med Eid-mubarak, ramadan, hvordan lage god mat i ramadan-tiden, hvordan feire slutten pÃ¥ fasten etc.",1,journalistene nrk opptatt lage reportasjer v r religion islam vise fantastisk flott eid mubarak ramadan lage god mat ramadan tiden feire slutten p fasten etc
#dax18 @vebjornselbekk er med pÃ¥ Ã¥ gjÃ¸re skillelinjene dypere mellom kr dom og islam. Rel undervisningen bÃ¸r vÃ¦re lik i alle skoler.,1,dax p gj re skillelinjene dypere kr dom islam rel undervisningen b r v re lik skoler
Bare meg som rÃ¸dmer av disse kommentarene fra voksne menn? MÃ¥ da vÃ¦re mulig Ã¥ skape engasjerende historier og oppfordre til handling uten Ã¥ hÃ¸res ut som en profet fra det gamle testamentet? https://t.co/exlSB9RQJa,1,r dmer kommentarene voksne menn m v re mulig skape engasjerende historier oppfordre handling h res profet gamle testamentet
"- Ã<U+0085> innfÃ¸re gruppetenking der folk fÃ¥r behandlet asylsÃ¸knaden sin pÃ¥ bakgrunn av at vi ikke Ã¸nsker innvandring fra en bestemt religion, er ikke denne regjeringens politikk. https://t.co/i6BLBQE0C0",1,u innf re gruppetenking folk f r behandlet asyls knaden p bakgrunn ikke nsker innvandring bestemt religion ikke regjeringens politikk
"OrdfÃ¸rer begeistret over stor innvandring: Det ble 76 flere glÃ¥mdÃ¸ler i fjor, men de fleste av dem snakker et ... http://t.co/HUdPGMcr8p",1,ordf rer begeistret stor innvandring flere gl md ler fjor fleste snakker
@ecce_signum @mortengulden @sgaarder Jeg var ikke klar over at man ble definert som flyktning nÃ¥r man fikk gjennom sin asylsÃ¸knad. Jeg koblet flyktningsbegrepet med FN og kvoteflyktninger. AltsÃ¥ folk som kommer til Norge direkte som flyktninger. My bad,1,ikke klar definert flyktning n r fikk gjennom asyls knad koblet flyktningsbegrepet fn kvoteflyktninger alts folk kommer norge direkte flyktninger my bad
VÃ¦rt her i en uke og ikke sett ett enste hijab eller telt-kledd menneske.,1,v rt uke ikke sett enste hijab telt kledd menneske
AsylsÃ¸ker terrorsiktet i Rogaland https://t.co/wOAWnDJ1OY,1,asyls ker terrorsiktet rogaland
#nrk  Gikk til sak for hijab <U+0096> nÃ¥ har hun kastet den https://t.co/tAEijGSOKP https://t.co/MedPNlmsum,1,nrk gikk sak hijab u n kastet
@CiViX I fÃ¸lge dine tall har en brÃ¸kdels muslim begÃ¥tt overgrep. Fakta er at muslimer stÃ¥r for proporsjonalt flere overfallsvoldtekter..,0,f lge dine tall br kdels muslim beg tt overgrep fakta muslimer st r proporsjonalt flere overfallsvoldtekter
Se pÃ¥ kommentarene til denne posten og fortell meg igjen hvordan islam er fredelig. https://t.co/hVkbbFYLY2,1,se p kommentarene posten fortell igjen islam fredelig
"RT @Minervanett: Rasjonalistene i islam hadde langt mer overbev. arg. enn lovskolene i sunniislam, av @albphilosopher http://t.co/IFHTVllJ",1,rasjonalistene islam langt mer overbev arg lovskolene sunniislam
@QuintusPila @espenteigen PÃ¥ grunn av menneskesynet i islam? Eller gÃ¥r du god for dette?,1,p grunn menneskesynet islam g r god
"Trekk i stÃ¸tte til flyktning med 5000 kroner er visst ikke greit. Men overfor en nordmann, nei, det er noe annet! https://t.co/u3824jjw33",1,trekk st tte flyktning kroner visst ikke greit overfor nordmann nei annet
"@dagfinnhessenp @henrikakselsen En ting er at man kun er skinn eller formelt religiÃ¸s, det andre er at man kan mangle sekulÃ¦re, sosiale eller demokratiske verdier. Jeg misliker Amundsen som bare det men blir han fordÃ¸mt for Ã¥ ville begrense innvandrin",1,ting skinn formelt religi s andre mangle sekul re sosiale demokratiske verdier misliker amundsen ford mt begrense innvandrin
Pedersen og Nordtveit fra start: Mohammed Abdellaoue og Ardian Gashi er  vraket til skjebnekampen mot Sveits. http://t.co/70nb8HIA8E,1,pedersen nordtveit start mohammed abdellaoue ardian gashi vraket skjebnekampen sveits
"RT @VidarHelgesen: Sveriges Radio: Svenske AUF-lederen var i Norge under valgkampen: debattklimaet om innvandring mye hardere i N enn S, ...",1,sveriges radio svenske auf lederen norge under valgkampen debattklimaet innvandring mye hardere n s
"Sterkt, og tankevekkende. Viktig med Ã¥ fÃ¥ dette fram i lyset. http://t.co/5IypID21jP",1,sterkt tankevekkende viktig f fram lyset
Arti pÃ¥ moske besÃ¸k #islam #skole http://t.co/5EhnrtbI,1,arti p moske bes k islam skole
@NigeriaInfoAbj boko haram are nt Muslim while Muslim are nt boko harma.,1,boko haram are nt muslim while muslim are nt boko harma
"Mange som fikk ideen, men fÃ¸rste som skrev om det.- RT @GeorgeGooding: Genial tegnestripe fikk visst samme idÃ© som meg om koran-brenning.",1,fikk ideen f rste skrev genial tegnestripe fikk visst id koran brenning
Islam vill inte ha frihet - Attentatet i Paris | apg29 http://t.co/qzw6HXqgIr,1,islam vill inte frihet attentatet paris apg
"@RagnhildMe Ã¦rbarhet ja...det er jo igjen hore-madonna syne,s fritt vilt osv. Det er det jeg skulle Ã¸nske hijab-forsvarere kunne belyse mer",1,rbarhet jo igjen hore madonna syne s fritt vilt osv nske hijab forsvarere belyse mer
- IS vansiret 15 kvinner for ikke Ã¥ ha gÃ¥tt med Niqab http://t.co/WRUdUSmA2Y,1,is vansiret kvinner ikke g tt niqab
"Â«Hjertet dunker sÃ¥ jeg nesten kan hÃ¸re det, og det er ikke plass til andre tanker i hodet enn Ã¥ holde fÃ¸lge med... https://t.co/J9AN6bXB0I",1,hjertet dunker s nesten h re ikke plass andre tanker hodet holde f lge
@kreinas @Dagsavisen Snikliberalisering hÃ¸res i hvert fall artigere ut enn snikislamisering. Neste pÃ¥ listen: sniktabloidisering?,1,snikliberalisering h res hvert fall artigere snikislamisering neste p listen sniktabloidisering
"Faen altsÃ¥. Er sÃ¥ forbanna lei av folk som ikke eier evne til Ã¥ skjÃ¸nne at alt ikke er enten eller. Det er ikke slik at man eneten er totalt mot invandring og hater Islam, eller vil ha totalt Ã¥pne grenser og mener at det ikke er noen problemer assosiert med innvandring.",1,faen alts s forbanna lei folk ikke eier evne skj nne alt ikke enten ikke eneten totalt invandring hater islam totalt pne grenser mener ikke problemer assosiert innvandring
RT @JohnFaerseth: Lurer pÃ¥ om de som hisser seg opp over Greta Thunberg igjen ville vÃ¦rt like negative til en 16-Ã¥ring som protesterte mot<U+0085>,1,lurer p hisser greta thunberg igjen v rt like negative ring protesterte u
"Muslimer, ikke finn pÃ¥ Ã¥ pynte et juletre. Eller synge en julesang. Bare lukten av granbar og pepperkaker kan fÃ¥ deg til Ã¥ hÃ¥ndhilse pÃ¥ en kvinne. Det hadde tatt seg ut.  https://t.co/w0qq3DaoRQ",1,muslimer ikke finn p pynte juletre synge julesang lukten granbar pepperkaker f h ndhilse p kvinne tatt
"Bekrefter den ekstreme forgubbingen vi observerer i Innlandet dette. Ulvesona domineres ikke akkurat av de unge og fremadstormende. Skal vi tro dette medfÃ¸rer en viss stangnasjon mht nytenking rundt moderne problemstillinger som klima ,innvandring og rovdyr? Javisst.",1,bekrefter ekstreme forgubbingen observerer innlandet ulvesona domineres ikke akkurat unge fremadstormende tro medf rer viss stangnasjon mht nytenking rundt moderne problemstillinger klima innvandring rovdyr javisst
Trener Jan JÃ¶nsson henter Mohammed Abdellaoues (28) lillebror fra dansk fotball. Presenteres pÃ¥ pressekonferanse... http://t.co/4cQwg2OG7a,1,trener jan j nsson henter mohammed abdellaoues lillebror dansk fotball presenteres p pressekonferanse
"RT @seapulse: SmÃ¥jenter pÃ¥ 2 Ã¥r blir pÃ¥tvunget hijab i Oslo!  Foreldre hjernevasker barna sine, og klager pÃ¥ dÃ¥rlig integrering i samfunnet<U+0085>",0,sm jenter p r p tvunget hijab oslo foreldre hjernevasker barna klager p d rlig integrering samfunnet u
RT @NoriNilofar: @fredriksolvang @resettno @FredrikSolvang Da jeg var 17 Ã¥r ble jeg portrettert slik av Resett. Bildet har ingenting med fl<U+0085>,1,r portrettert resett bildet ingenting fl u
